"book","lesson","audio_1","text_4","text_2","text_3","text_1"
"2","4","2130B2L04P2S11.mp3","還跟她說明了工作環境。","and described the work environment for her.","hái gēn tā shuōmíng le gōngzuò huánjìng.","還跟她說明了工作環境。"
"2","4","2131B2L04P2S12.mp3","然後，黃主任告訴高美玲，薪水按照工作的時間算，","Afterward, he told her that pay is calculated based on the number of hours worked","Ránhòu，Huáng zhǔrèn gàosù Gāo Měilíng，xīnshuǐ ànzhào gōngzuò de shíjiān suàn，","然後，黃主任告訴高美玲，薪水按照工作的時間算，"
"2","4","2132B2L04P2S13.mp3","每個月的月底發薪水。","and that pay is issued at the end of each month.","měi ge yuè de yuèdǐ fā xīnshuǐ.","每個月的月底發薪水。"
"2","4","2133B2L04P2S14.mp3","高美玲覺得這份工作聽起來很不錯，所以馬上就答應了。","Gao Meiling felt that the job sounded good, so she accepted it immediately.","Gāo Měilíng juéde zhè fèn gōngzuò tīng qǐlái hěn búcuò，suǒyǐ mǎshàng jiù dāyìng le.","高美玲覺得這份工作聽起來很不錯，所以馬上就答應了。"
"2","4","2134B2L04P2S15.mp3","黃主任對她說，下個月一號就開始上班。","Director Huang told her to start on the first of the following month.","Huáng zhǔrèn duì tā shuō，xià ge yuè yī hào jiù kāishǐ shàngbān.","黃主任對她說，下個月一號就開始上班。"
"2","4","2135B2L04P2S16.mp3","高美玲沒想到這次的面談這麼順利。","Gao Meiling didn't expect the interview to go so smoothly.","Gāo Měilíng méi xiǎngdào zhècì de miàntán zhème shùnlì.","高美玲沒想到這次的面談這麼順利。"
"2","5","2136B2L05P1S1.mp3","安同，你們來了。","Anton, you're here!","Āntóng，nǐmen lái le.","安同，你們來了。"
"2","5","2137B2L05P1S2.mp3","恭喜！恭喜！明華，這是我常跟你說的高美玲。","Congratulations! Minghua, this is Gao Meiling whom I have mentioned to you a number of times.","Gōngxǐ！ Gōngxǐ！ Mínghuá，zhè shì wǒ cháng gēn nǐ shuō de Gāo Měilíng.","恭喜！恭喜！明華，這是我常跟你說的高美玲。"
"2","5","2138B2L05P1S3.mp3","美玲，他就是新娘的哥哥，李明華。","Meiling, this is the bride's older brother, Li Minghua.","Měilíng，tā jiù shì xīnniáng de gēge，Lǐ Mínghuá.","美玲，他就是新娘的哥哥，李明華。"
"2","5","2139B2L05P1S4.mp3","李先生，恭喜你們！謝謝你請我們來參加你妹妹的婚禮。","Mr. Li, congratulations to all of you! Thank you for inviting us to your sister's wedding.","Lǐ xiānshēng，gōngxǐ nǐmen！ Xièxie nǐ qǐng wǒmen lái cānjiā nǐ mèimei de hūnlǐ.","李先生，恭喜你們！謝謝你請我們來參加你妹妹的婚禮。"
"2","5","2140B2L05P1S5.mp3","你太客氣了。安同，你今天穿西裝真好看。","Don't mention it. Anton, you look great in your suit today.","Nǐ tài kèqì le. Āntóng，nǐ jīntiān chuān xīzhuāng zhēn hǎokàn.","你太客氣了。安同，你今天穿西裝真好看。"
"2","5","2141B2L05P1S6.mp3","謝謝，參加婚禮應該要穿得很正式。","Thank you. You need to dress formally for weddings.","Xièxie，cānjiā hūnlǐ yīnggāi yào chuān de hěn zhèngshì.","謝謝，參加婚禮應該要穿得很正式。"
"2","5","2142B2L05P1S7.mp3","客人怎麼都還沒到？","How come none of the (other) guests are here yet?","Kèrén zěnme dōu hái méi dào？","客人怎麼都還沒到？"
"2","5","2143B2L05P1S8.mp3","現在才六點，婚禮六點半開始，時間還早。","It's only 6:00 and the wedding doesn't start until 6:30. It's still early.","Xiànzài cái liùdiǎn，hūnlǐ liùdiǎnbàn kāishǐ，shíjiān hái zǎo.","現在才六點，婚禮六點半開始，時間還早。"
"2","5","2144B2L05P1S9.mp3","明華，手裡拿著照相機的那個人是誰？","Minghua, who is that person holding the camera?","Mínghuá，shǒu lǐ názhe zhàoxiàngjī de nà ge rén shì shéi？","明華，手裡拿著照相機的那個人是誰？"
"2","5","2145B2L05P1S10.mp3","他是新郎的弟弟。","That is the bridegroom's younger brother.","Tā shì xīnláng de dìdi.","他是新郎的弟弟。"
"2","5","2146B2L05P1S11.mp3","新郎呢？","And the groom?","Xīnláng ne？","新郎呢？"
"2","5","2147B2L05P1S12.mp3","他在門口站著跟客人說話。","He is at the entrance talking with guests.","Tā zài ménkǒu zhànzhe gēn kèrén shuōhuà.","他在門口站著跟客人說話。"
"2","5","2148B2L05P1S13.mp3","哪一個？","Which one is he?","Nǎ yíge？","哪一個？"
"2","5","2149B2L05P1S14.mp3","就是穿著白西裝的那個。","The one in the white suit.","jiù shì chuānzhe báixīzhuāng de nàge.","就是穿著白西裝的那個。"
"2","5","2150B2L05P1S15.mp3","新郎看起來好帥。","The groom looks handsome.","Xīnláng kàn qǐlái hǎo shuài.","新郎看起來好帥。"
"2","5","2151B2L05P1S16.mp3","你看，那邊那位穿著紅色禮服，跟客人說話的太太是誰？","Look. Who is that lady in the red gown talking with the guests?","Nǐ kàn，nà biān nà wèi chuānzhe hóngsè lǐfú，gēn kèrén shuōhuà de tàitài shì shéi？","你看，那邊那位穿著紅色禮服，跟客人說話的太太是誰？"
"2","5","2152B2L05P1S17.mp3","那是新郎的媽媽。","That's the groom's mom.","Nà shì xīnláng de māma.","那是新郎的媽媽。"
"2","5","2153B2L05P1S18.mp3","她看起來好高興啊！怎麼沒看見新娘呢？","She looks so happy. How come I haven't seen the bride?","Tā kàn qǐlái hào gāoxìng a！ Zěnme méi kànjiàn xīnniáng ne？","她看起來好高興啊！怎麼沒看見新娘呢？"
"2","5","2154B2L05P1S19.mp3","等一下你們就會看見她了。","You will see her in a moment. ","Děng yíxià nǐmen jiù huì kànjiàn tā le.","等一下你們就會看見她了。"
"2","5","2155B2L05P1S20.mp3","婚禮要開始了，我帶你們去你們的座位吧！","The wedding is about to start. Let me take you to your seats.","Hūnlǐ yào kāishǐ le，wǒ dài nǐmen qù nǐmen de zuòwèi ba！","婚禮要開始了，我帶你們去你們的座位吧！"
"2","5","2156B2L05P2S1.mp3","李明華請安同和美玲去參加他妹妹的婚禮，","Li Minghua invited Anton and Meiling to his sister's wedding.","Lǐ Mínghuá qǐng Āntóng hàn Měilíng qù cānjiā tā mèimei de hūnlǐ，","李明華請安同和美玲去參加他妹妹的婚禮，"
"2","5","2157B2L05P2S2.mp3","這是安同他們第一次去吃喜酒。","This is the first time Anton and Meiling have attended a Chinese wedding banquet.","zhè shì Āntóng tāmen dì yīcì qù chī xǐjiǔ.","這是安同他們第一次去吃喜酒。"
"2","5","2158B2L05P2S3.mp3","李明華告訴他們，在台灣，要結婚的人大部分都會找一個好日子，","Li Minghua told them that most couples in Taiwan pick an auspicous day for their wedding","Lǐ Mínghuá gàosù tāmen，zài Táiwān，yào jiéhūn de rén dàbùfèn dōu huì zhǎo yí ge hǎo rìzi，","李明華告訴他們，在台灣，要結婚的人大部分都會找一個好日子，"
"2","5","2159B2L05P2S4.mp3","請親戚、朋友一起吃飯，熱熱鬧鬧地慶祝這件喜事。","and invite family and friends to a meal to celebrate the happy occaion.","qǐng qīnqī，péngyǒu yìqǐ chīfàn，rèrè nàonào de qìngzhù zhè jiàn xǐshì.","請親戚、朋友一起吃飯，熱熱鬧鬧地慶祝這件喜事。"
"2","5","2160B2L05P2S5.mp3","請客的那天，新郎、新娘，還有來吃喜酒的客人都穿得漂漂亮亮的。","On that day, the bridegroom, the bride, and the guests that come for the reception all dress up nicely.","Qǐngkè de nèitiān，xīnláng，xīnniáng，hái yǒu lái chī xǐjiǔ de kèrén dōu chuān de piàopiào liàngliàng de.","請客的那天，新郎、新娘，還有來吃喜酒的客人都穿得漂漂亮亮的。"
"2","5","2161B2L05P2S6.mp3","來參加的客人都會準備一個紅包送新人。","Guests (who come) prepare a red envelope for the newlyweds.","Lái cānjiā de kèrén dōu huì zhǔnbèi yí ge hóngbāo sòng xīnrén.","來參加的客人都會準備一個紅包送新人。"
"2","5","2162B2L05P2S7.mp3","等客人都到了，喜宴就開始了。","After all the guests have arrived, the banquet begins.","Děng kèrén dōu dào le，xǐyàn jiù kāishǐ le.","等客人都到了，喜宴就開始了。"
"2","5","2163B2L05P2S8.mp3","大家吃了一會兒，有的人忙著到處敬酒，有的人忙著跟朋友聊天，","After everyone has eaten for a while, some people busy themselves going around toasting others, while some others busy themselves chatting with friends.","Dàjiā chī le yìhuǐr，yǒu de rén mángzhe dàochù jìngjiǔ，yǒu de rén mángzhe gēn péngyǒu liáotiān，","大家吃了一會兒，有的人忙著到處敬酒，有的人忙著跟朋友聊天，"
"2","5","2164B2L05P2S9.mp3","大人有說有笑，小孩有吃有喝，熱鬧得不得了。","Adults chat and laugh, while children eat and drink. It is all very lively.","dàrén yǒu shuō yǒu xiào，xiǎohái yǒu chī yǒu hē，rènào de bùdéliǎo.","大人有說有笑，小孩有吃有喝，熱鬧得不得了。"
"2","5","2165B2L05P2S10.mp3","大家吃著吃著，新郎、新娘和他們的父母就來敬酒了。","While guests are eating, the bridegroom, the bride, and their parents come to make a toast.","Dàjiā chīzhe chīzhe，xīnláng，xīnniáng hàn tāmen de fùmǔ jiù lái jìngjiǔ le.","大家吃著吃著，新郎、新娘和他們的父母就來敬酒了。"
"2","5","2166B2L05P2S11.mp3","客人也會祝新人百年好合、早生貴子。","Guests congratulate the newlyweds by whishing them a long, happy life together as well as the prompt birth of a child.","Kèrén yě huì zhù xīnrén bǎinián hǎo hé，zǎoshēng guìzǐ.","客人也會祝新人百年好合、早生貴子。"
"2","5","2167B2L05P2S12.mp3","等喜酒吃得差不多了，新娘會換另外一件漂亮的禮服，","When the reception is just about over, the bride changes into another beautiful gown","Děng xǐjiǔ chī de chābùduō le，xīnniáng huì huàn lìngwài yí jiàn piàoliàng de lǐfú，","等喜酒吃得差不多了，新娘會換另外一件漂亮的禮服，"
"2","5","2168B2L05P2S13.mp3","跟新郎拿著糖在門口送客人離開。","and stands at the doorway holding candy to see the guests off at the entrance.","gēn xīnláng názhe táng zài ménkǒu sòng kèrén líkāi.","跟新郎拿著糖在門口送客人離開。"
"2","5","2169B2L05P2S14.mp3","這個時候很多人會跟新人一起照相，再多說幾句祝福的話。","At this time, many of them take pictures with the couple and offer them more words of blessing.","Zhè ge shíhòu hěnduō rén huì gēn xīnrén yìqǐ zhàoxiàng，zài duō shuō jǐ jù zhùfú de huà.","這個時候很多人會跟新人一起照相，再多說幾句祝福的話。"
"2","5","2170B2L05P2S15.mp3","等客人都回去了，喜宴就結束了。","When all guests are gone, the wedding reception comes to an end.","Děng kèrén dōu huíqù le，xǐyàn jiù jiéshù le.","等客人都回去了，喜宴就結束了。"
"2","6","2171B2L06P1S1.mp3","你在做什麼？要不要到河邊的公園去騎騎腳踏車？","What are you up to? Would you like to go cycling in Riverside Park?","Nǐ zài zuò shénme？ Yào bú yào dào hébiān de gōngyuán qù qí qí jiǎotàchē？","你在做什麼？要不要到河邊的公園去騎騎腳踏車？"
"2","6","2172B2L06P1S2.mp3","我正在網站上找租房子的資料。","I am online looking for information on renting houses.","Wǒ zhèngzài wǎngzhàn shàng zhǎo zū fángzi de zīliào.","我正在網站上找租房子的資料。"
"2","6","2173B2L06P1S3.mp3","我聽說你打算搬家？","I heard you are planning to move.","Wǒ tīngshuō nǐ dǎsuàn bānjiā？","我聽說你打算搬家？"
"2","6","2174B2L06P1S4.mp3","是啊，我想搬到離學校近一點的地方。","Yes. I want to move to some place closer to school.","Shì a，wǒ xiǎng bān dào lí xuéxiào jìn yìdiǎn de dìfāng.","是啊，我想搬到離學校近一點的地方。"
"2","6","2175B2L06P1S5.mp3","可是我記得你三個月以前才搬到這裡的。","But I recall that you moved here just three months ago.","Kěshì wǒ jìde nǐ sān ge yuè yǐqián cái bān dào zhèlǐ de.","可是我記得你三個月以前才搬到這裡的。"
"2","6","2176B2L06P1S6.mp3","對，我的合約還沒到期。","Right, my contract is not up yet.","Duì，wǒ de héyuē hái méi dào qí.","對，我的合約還沒到期。"
"2","6","2177B2L06P1S7.mp3","還好我有一個同學喜歡這個環境，他可以搬到這裡來住。","It's a good thing I have a classmate who likes this area and is able to move in.","Háihǎo wǒ yǒu yí ge tóngxué xǐhuān zhè ge huánjìng，tā kěyǐ bān dào zhèlǐ lái zhù.","還好我有一個同學喜歡這個環境，他可以搬到這裡來住。"
"2","6","2178B2L06P1S8.mp3","你想找什麼樣的房子？","What kind of house (or apartment) are you looking for?","Nǐ xiǎng zhǎo shénme yàng de fángzi？","你想找什麼樣的房子？"
"2","6","2179B2L06P1S9.mp3","我先找捷運站附近的房子。還有，環境好、光線好也很重要。","First, I'm looking for a place close to the MRT. Moreover, a nice neighbourhood and good lighting are also important.","Wǒ xiān zhǎo jiéyùn zhàn fùjìn de fángzi. Hái yǒu，huánjìng hǎo，guāngxiàn hǎo yě hěn zhòngyào.","我先找捷運站附近的房子。還有，環境好、光線好也很重要。"
"2","6","2180B2L06P1S10.mp3","捷運站附近的房子比較貴吧？","Aren't apartments near the MRT more expensive?","Jiéyùn zhàn fùjìn de fángzi bǐjiào guì ba？","捷運站附近的房子比較貴吧？"
"2","6","2181B2L06P1S11.mp3","如果太貴，我再找別的地方。","If it is too expensive I'll look elsewhere.","Rúguǒ tài guì，wǒ zài zhǎo biéde dìfāng.","如果太貴，我再找別的地方。"
"2","6","2182B2L06P1S12.mp3","捷運站那麼多，我想應該有合適的。","There are plenty of MRT stations, so there should be a suitable place.","Jiéyùn zhàn nàme duō，wǒ xiǎng yīnggāi yǒu héshì de.","捷運站那麼多，我想應該有合適的。"
"2","6","2183B2L06P1S13.mp3","如果你搬家了，我就少了一個朋友跟我練習中文。好可惜！","If you move, I will have one less friend to practice Chinese with. That's too bad.","Rúguǒ nǐ bānjiā le，wǒ jiù shǎo le yí ge péngyǒu gēn wǒ liànxí Zhōngwén. Hǎo kěxí！","如果你搬家了，我就少了一個朋友跟我練習中文。好可惜！"
"2","6","2184B2L06P1S14.mp3","我會常來啊。","I will come often.","Wǒ huì cháng lái a.","我會常來啊。"
"2","6","2185B2L06P1S15.mp3","我不會把東西都搬到新家，","I won't be moving everything to the new place.","wǒ bú huì bǎ dōngxi dōu bān dào xīnjiā，","我不會把東西都搬到新家，"
"2","6","2186B2L06P1S16.mp3","有一些東西，我會送給朋友或是先放在這裡。","I will give some things to my friend or just store them here for now.","yǒu yìxiē dōngxi，wǒ huì sòng gěi péngyǒu huò shì xiān fàng zài zhèlǐ.","有一些東西，我會送給朋友或是先放在這裡。"
"2","6","2187B2L06P1S17.mp3","那麼，你要付兩邊的房租啊？","So, you're going to pay rent for both places?","Nàme，nǐ yào fù liǎngbiān de fángzū a？","那麼，你要付兩邊的房租啊？"
"2","6","2188B2L06P1S18.mp3","這裡的房租當然是我同學付，他還願意開車幫我搬家。","My classmate would obviously pay for the rent here. He is even willing to use his car to help me move.","Zhèlǐ de fángzū dāngrán shì wǒ tóngxué fù，tā hái yuànyì kāichē bāng wǒ bānjiā.","這裡的房租當然是我同學付，他還願意開車幫我搬家。"
"2","6","2189B2L06P1S19.mp3","你同學真好！","He's so nice!","Nǐ tóngxué zhēn hǎo！","你同學真好！"
"2","6","2190B2L06P1S20.mp3","是啊！他是我在台灣最好的朋友。","Yeah! He is my best friend in Taiwan.","Shì a！ Tā shì wǒ zài Táiwān zuì hǎo de péngyǒu.","是啊！他是我在台灣最好的朋友。"
"2","6","2191B2L06P1S21.mp3","妳再等我一下，我把資料存在隨身碟裡。","Give me another minute. I need to save the information on my flash drive.","Nǐ zài děng wǒ yíxià，wǒ bǎ zīliào cúnzài suíshēn dié lǐ.","妳再等我一下，我把資料存在隨身碟裡。"
"2","6","2192B2L06P1S22.mp3","慢慢來，不急！等一會兒我們再去騎腳踏車。","Take your time. No rush. We'll go cycling a bit later.","Mànmàn lái，bù jí！ Děng yìhuǐr wǒmen zài qù qí jiǎotàchē.","慢慢來，不急！等一會兒我們再去騎腳踏車。"
"2","6","2193B2L06P2S1.mp3","李東健租的房子離師大相當遠，","Li Dongjian's apartment is rather far from NTNU.","Lǐ Dōngjiàn zū de fángzi lí Shīdà xiāngdāng yuǎn，","李東健租的房子離師大相當遠，"
"2","6","2194B2L06P2S2.mp3","每天騎自行車到學校都得花一個小時左右，他覺得很不方便，","It takes him about an hour to get to school by bike every day. He feels that's really inconvenient,","měitiān qí zìxíngchē dào xuéxiào dōu děi huā yí ge xiǎoshí zuǒyòu，tā juéde hěn bù fāngbiàn，","每天騎自行車到學校都得花一個小時左右，他覺得很不方便，"
"2","6","2195B2L06P2S3.mp3","所以他最近計畫找房子搬家。","so recently he has been planning to look for a place and move.","suǒyǐ tā zuìjìn jìhuà zhǎo fángzi bānjiā.","所以他最近計畫找房子搬家。"
"2","6","2196B2L06P2S4.mp3","這一天，他在網站上看了很多租房子的資料。","On this day, he saw a lot of information online on apartments for rent.","Zhè yìtiān，tā zài wǎngzhàn shàng kàn le hěnduō zū fángzi de zīliào.","這一天，他在網站上看了很多租房子的資料。"
"2","6","2197B2L06P2S5.mp3","李東健最想在捷運站附近租一間套房，有床、桌子和椅子這些家具，","Li Dongjian would prefer moving into a studio apartment near an MRT station furnished with a bed, desk, and chair.","Lǐ Dōngjiàn zuì xiǎng zài jiéyùn zhàn fùjìn zū yì jiān tàofáng，yǒu chuáng，zhuōzi hàn yǐzi zhèxiē jiājù，","李東健最想在捷運站附近租一間套房，有床、桌子和椅子這些家具，"
"2","6","2198B2L06P2S6.mp3","而且房間的光線要好，環境也不要太吵。","Also the room has to have good natural lighting and the neighborhood can't be too loud.","érqiě fángjiān de guāngxiàn yào hǎo，huánjìng yě bú yào tài chǎo.","而且房間的光線要好，環境也不要太吵。"
"2","6","2199B2L06P2S7.mp3","可是台灣朋友都說，這種套房房租會比較貴，","But his Taiwanese friends tell him that studio apartments like that are more expensive.","Kěshì Táiwān péngyǒu dōu shuō，zhè zhǒng tàofáng fángzū huì bǐjiào guì，","可是台灣朋友都說，這種套房房租會比較貴，"
"2","6","2200B2L06P2S8.mp3","李東健覺得台北的生活費比首爾低，","Li Dongjian feels living costs in Taipei are lower than in Seoul,","Lǐ Dōngjiàn juéde Táiběi de shēnghuófèi bǐ shǒu'ěr dī，","李東健覺得台北的生活費比首爾低，"
"2","6","2201B2L06P2S9.mp3","如果多花一點時間找，一定能找到便宜而且合適的。","so if he spends a bit more time looking, he will find a place that is inexpensive and suitable.","rúguǒ duō huā yìdiǎn shíjiān zhǎo，yídìng néng zhǎodào piányí érqiě héshì de.","如果多花一點時間找，一定能找到便宜而且合適的。"
"2","6","2202B2L06P2S10.mp3","李東健想，如果他搬到學校附近住，","Li Dongjian thinks that if he moves closer to school,","Lǐ Dōngjiàn xiǎng，rúguǒ tā bān dào xuéxiào fùjìn zhù，","李東健想，如果他搬到學校附近住，"
"2","6","2203B2L06P2S11.mp3","除了留在圖書館的時間能長一點，","in addition to being able to spend a little more in the library","chú le liú zài túshūguǎn de shíjiān néng cháng yìdiǎn，","除了留在圖書館的時間能長一點，"
"2","6","2204B2L06P2S12.mp3","可以念書、寫作業、跟同學討論功課，","studying, doing his homework, and discussing schoolwork with his classmates,","kěyǐ niànshū，xiě zuòyè，gēn tóngxué tǎolùn gōngkè，","可以念書、寫作業、跟同學討論功課，"
"2","6","2205B2L06P2S13.mp3","還可以參加一些學校的社團活動。","he will also be able to participate in some school club activities.","hái kěyǐ cānjiā yìxiē xuéxiào de shètuán huódòng.","還可以參加一些學校的社團活動。"
"2","6","2206B2L06P2S14.mp3","不過他的好朋友高美玲有一點失望，","But his good friend Gao Meiling is a bit disappointed,","Bú guò tā de hǎo péngyǒu Gāo Měilíng yǒu yìdiǎn shīwàng，","不過他的好朋友高美玲有一點失望，"
"2","6","2207B2L06P2S15.mp3","她覺得少了一個可以練習中文的朋友。","because she feels that she will have one less person to parctice Chinese with.","tā juéde shǎo le yí ge kěyǐ liànxí Zhōngwén de péngyǒu.","她覺得少了一個可以練習中文的朋友。"
"2","6","2208B2L06P2S16.mp3","李東健要高美玲放心，","Li Dongjian reassures Gao Meiling","Lǐ Dōngjiàn yào Gāo Měilíng fàngxīn，","李東健要高美玲放心，"
"2","6","2209B2L06P2S17.mp3","因為他打算把一些不常用的東西先留在這裡，","that he plans to leave some of his belongings that he doesn't use much here,","yīnwèi tā dǎsuàn bǎ yìxiē bù cháng yòng de dōngxi xiān liú zài zhèlǐ，","因為他打算把一些不常用的東西先留在這裡，"
"2","6","2210B2L06P2S18.mp3","所以還會常來找他們聊天。","so he will come often and chat.","suǒyǐ hái huì cháng lái zhǎo tāmen liáotiān.","所以還會常來找他們聊天。"
"2","7","2211B2L07P1S1.mp3","東健，要出去啊？","Dongjian, you're going out?","Dōngjiàn，yào chūqù a？","東健，要出去啊？"
"2","7","2212B2L07P1S2.mp3","是啊！垃圾車快來了，我得趕快下樓去倒垃圾。","Yes. The garbage truck will be here soon. I need to take the garbage out.","Shì a！ Lèsèchē kuài lái le，wǒ děi gǎnkuài xià lóu qù dào lèsè.","是啊！垃圾車快來了，我得趕快下樓去倒垃圾。"
"2","7","2213B2L07P1S3.mp3","丟垃圾？今天是星期三，不收垃圾啊！","Take out the garbage? Today is Wednesday. There is no garbage pickup.","Diū lèsè？ Jīntiān shì xīngqí sān，bù shōu lèsè a！","丟垃圾？今天是星期三，不收垃圾啊！"
"2","7","2214B2L07P1S4.mp3","真的嗎？我以為天天都收。","Really? I thought they came every day.","Zhēnde ma？ Wǒ yǐwéi tiāntiān dōu shōu.","真的嗎？我以為天天都收。"
"2","7","2215B2L07P1S5.mp3","不是，每個星期三和星期天是不收的。","No. No garbage pickup on Wednesdays or Sundays.","Búshì，měi ge xīngqí sān hàn xīngqí tiān shì bù shōu de.","不是，每個星期三和星期天是不收的。"
"2","7","2216B2L07P1S6.mp3","那麼，我這些汽水罐和紙杯也不能拿出去回收了嗎？","So, I can't take these soda cans and paper cups of mine out for recycling, either?","Nàme，wǒ zhèxiē qìshuǐ guàn hàn zhǐbēi yě bù néng ná chūqù huíshōu le ma？","那麼，我這些汽水罐和紙杯也不能拿出去回收了嗎？"
"2","7","2217B2L07P1S7.mp3","是啊！","That's right.","Shì a！","是啊！"
"2","7","2218B2L07P1S8.mp3","為什麼在台北倒垃圾這麼麻煩？","Why is taking out the garbage in Taipei such a pain?","Wèishénme zài Táiběi dào lèsè zhème máfán？","為什麼在台北倒垃圾這麼麻煩？"
"2","7","2219B2L07P1S9.mp3","剛開始的時候，台北人也覺得這個規定很麻煩，","When it first started, the people of Taipei also thought this regulation was a nuisance.","Gāng kāishǐ de shíhòu，Táiběi rén yě juéde zhè ge guīdìng hěn máfán，","剛開始的時候，台北人也覺得這個規定很麻煩，"
"2","7","2220B2L07P1S10.mp3","現在大家都習慣了。","Now everybody is used to it.","xiànzài dàjiā dōu xíguàn le.","現在大家都習慣了。"
"2","7","2221B2L07P1S11.mp3","更麻煩的是，我一定要在晚上九點把垃圾拿出去，","What's worse, I have to take it out at 9 o'clock at night;","Gèng máfán de shì，wǒ yídìng yào zài wǎnshàng jiǔ diǎn bǎ lèsè ná chūqù，","更麻煩的是，我一定要在晚上九點把垃圾拿出去，"
"2","7","2222B2L07P1S12.mp3","要不然就不能倒了。","otherwise, I can't throw it out.","yàobùrán jiù bù néng dào le.","要不然就不能倒了。"
"2","7","2223B2L07P1S13.mp3","你說的對，有一次，我一回來，垃圾車就來了。","What you say is right. There was one time, the garbage truck arrived just as I was getting home.","Nǐ shuō de duì，yǒu yí cì，wǒ yì huílái，lèsèchē jiù lái le.","你說的對，有一次，我一回來，垃圾車就來了。"
"2","7","2224B2L07P1S14.mp3","我馬上放下皮包，跑出去倒垃圾。","I immediately put down my purse and run out to take out the trash.","Wǒ mǎshàng fàngxià píbāo，pǎo chūqù dào lèsè.","我馬上放下皮包，跑出去倒垃圾。"
"2","7","2225B2L07P1S15.mp3","對啊！我常常看到有人追垃圾車。","Yeah! I often see people chasing the garbage truck.","Duì a！ wǒ chángcháng kàn dào yǒurén zhuī lèsèchē.","對啊！我常常看到有人追垃圾車。"
"2","7","2226B2L07P1S16.mp3","晚上，這麼多人從家裡拿著垃圾走出來，","So many people at night walking out of their houses with their garbage","Wǎnshàng，zhème duō rén cóng jiālǐ názhe lèsè zǒu chūlái，","晚上，這麼多人從家裡拿著垃圾走出來，"
"2","7","2227B2L07P1S17.mp3","一起站著等垃圾車，你不覺得很有趣嗎？","and then standing around waiting for the garbage truck - don't you find it interesting to see?","yìqǐ zhànzhe děng lèsèchē，nǐ bù juéde hěn yǒuqù ma？","一起站著等垃圾車，你不覺得很有趣嗎？"
"2","7","2228B2L07P1S18.mp3","大家常一邊聊天，一邊等，看起來真的很有意思。","Everyone likes to chat as they wait. It looks like fun.","Dàjiā cháng yì biān liáotiān，yì biān děng，kàn qǐlái zhēnde hěn yǒuyìsi.","大家常一邊聊天，一邊等，看起來真的很有意思。"
"2","7","2229B2L07P1S19.mp3","雖然倒垃圾有點麻煩，但是好像也不壞。","Taking out the garbage is somewhat of a nuisance, but it is not all that bad, either.","Suīrán dào lèsè yǒudiǎn máfán，dànshì hǎoxiàng yě bú huài.","雖然倒垃圾有點麻煩，但是好像也不壞。"
"2","7","2230B2L07P1S20.mp3","那麼，我這包垃圾怎麼辦？","So, what do I do with this bag of garbage?","Nàme，wǒ zhè bāo lèsè zěnme bàn？","那麼，我這包垃圾怎麼辦？"
"2","7","2231B2L07P1S21.mp3","你拿回家去，明天再倒吧！","Take it home and throw it out tomorrow.","Nǐ ná huí jiā qù，míngtiān zài dào ba！","你拿回家去，明天再倒吧！"
"2","7","2232B2L07P2S1.mp3","馬安同到台灣的第二天，晚上在房間上網，跟父母聊台灣的情形，","On his second evening in Taiwan, Ma Anton was online in his room chatting with his parents about Taiwan.","Mǎ Āntóng dào Táiwān de dì èr tiān，wǎnshàng zài fángjiān shàngwǎng，gēn fùmǔ liáo Táiwān de qíngxíng，","馬安同到台灣的第二天，晚上在房間上網，跟父母聊台灣的情形，"
"2","7","2233B2L07P2S2.mp3","他忽然聽見外面有音樂的聲音，可是不知道音樂是從哪裡來的，","He suddenly heard the sound of music outside but didn't know where it was coming from.","tā hūrán tīngjiàn wàimiàn yǒu yīnyuè de shēngyīn，kěshì bù zhīdào yīnyuè shì cóng nǎlǐ lái de，","他忽然聽見外面有音樂的聲音，可是不知道音樂是從哪裡來的，"
"2","7","2234B2L07P2S3.mp3","覺得有一點奇怪，所以從窗戶往外看。","He thought it a bit odd, so he looked out of the window","juéde yǒu yìdiǎn qíguài，suǒyǐ cóng chuānghù wǎng wài kàn.","覺得有一點奇怪，所以從窗戶往外看。"
"2","7","2235B2L07P2S4.mp3","他看見很多人拿著袋子往路口走，","and saw a stream of people standing at the intersection,","Tā kànjiàn hěnduō rén názhe dàizi wǎng lùkǒu zǒu，","他看見很多人拿著袋子往路口走，"
"2","7","2236B2L07P2S5.mp3","路口已經站了很多人，才知道是垃圾車的音樂。","and only then did he realize that the music was coming from the garbage trucks.","lùkǒu yǐjīng zhàn le hěnduō rén，cái zhīdào shì lèsèchē de yīnyuè.","路口已經站了很多人，才知道是垃圾車的音樂。"
"2","7","2237B2L07P2S6.mp3","那輛垃圾車一開過來，大家就走過去把手裡的垃圾丟進去。","As soon as the garbage truck drove over, everybody walked over and tossed the garbage they were holding into it.","Nà liàng lèsèchē yì kāi guòlái，dàjiā jiù zǒu guòqù bǎ shǒu lǐ de lèsè diū jìnqù.","那輛垃圾車一開過來，大家就走過去把手裡的垃圾丟進去。"
